,ID3ROG3,Latitude,Longitude
10437,12670BM,21.29269,93.37192
10438,20558BM,20.366648,93.271353
10439,20559BM,21.600893,93.442965
10440,17355BM,22.00932,93.09755
10441,13343BM,21.93031,93.58348
10442,14260BM,23.84952,93.90427
10443,14857BM,21.89154,93.86045
10444,14959BM,23.81919,93.68843
10445,20561BM,21.301902,92.855322
10446,20562BM,20.357231,93.270717
10447,21844BM,23.21,93.72
10448,15305BM,22.49964,94.09572
10449,15472BM,23.50458,93.82231
10450,20563BM,21.609975,93.440833
10451,16110BM,22.51791,93.30145
10452,19593BM,22.028,93.482
10453,11488BM,20.49656,96.99979
10454,20566BM,20.938858,96.669746
10455,19250BM,14.05959,98.32676
10456,19007BM,16.78955471,96.19373895
10457,15628BM,27.4470098,98.49532506
10458,21646BM,22.5,96.55
10459,11164BM,16.82531462,96.16790228
10460,11820BM,24.42294,94.45574
10461,11982BM,16.8456242,96.18254452
10462,12057BM,19.720892,96.070135
10463,12054BM,19.711828,96.103879
10464,12051BM,19.739585,96.120982
10465,11344BM,16.87006845,96.13073565
10466,12106BM,16.984008,96.009663
10467,18495BM,23.413402,98.599092
10468,12127BM,23.8236,93.53851
10469,12140BM,16.75545444,96.13849022
10470,12237BM,20.39204,96.93882
10471,12401BM,26.19603,96.91646
10472,21307BM,24.35288,95.42274
10473,21644BM,20.1,92.9
10474,20535BM,24.401433,95.855106
10475,14533BM,19.50794,97.82504
10476,10967BM,19.05539,96.82871
10477,11853BM,19.54049,96.98556
10478,11881BM,19.68445,96.53777
10479,14532BM,20.907,98.921
10480,12587BM,18.68704,97.4877
10481,12948BM,20.17968,97.37906
10482,13518BM,19.164,96.96468
10483,20536BM,19.01869,96.585743
10484,14268BM,18.81926,97.13233
10485,15395BM,16.253,97.748
10486,19212BM,17.30518,97.83652
10487,14881BM,18.39014,97.02955
10488,15091BM,20.08332,97.91665
10489,16040BM,19.04605,97.21358
10490,16042BM,18.90174,97.34163
10491,19401BM,23.58436,98.6316
10492,14250BM,19.83321,96.90448
10493,12650BM,26.69008,97.82577
10494,17260BM,26.50388199,95.09715637
10495,11270BM,23.92175,93.56163
10496,12949BM,20.81158,99.13508
10497,16018BM,22.01009,99.91601
10498,12989BM,20.4540701,99.8977573
10499,18541BM,26.13653,98.46014
10500,13076BM,27.31308,98.58523
10501,13072BM,23.94588645,98.58769334
10502,13437BM,16.78323581,96.2005617
10503,17433BM,16.78696018,96.14408303
10504,13513BM,24.13489,94.36093
10505,20335BM,21.884111,95.9409
10506,13557BM,25.84682,98.34711
10507,19594BM,24.429,94.958
10508,13161BM,21.92457,92.78027
10509,21531BM,21.841435,99.6794
10510,13769BM,12.46438,98.38829
10511,19086BM,16.08723,97.63949
10512,19390BM,19.71,93.995
10513,13849BM,20.872537,92.52755
10514,21066BM,21.180118,100.356661
10515,20576BM,25.447203,94.956989
10516,17169BM,26.238171,94.814143
10517,20580BM,25.441909,94.946194
10518,20575BM,26.325711,95.443486
10519,20573BM,26.321422,95.443255
10520,18962BM,26.33166,95.43988
10521,18963BM,25.40649,94.97946
10522,20597BM,24.865212,94.92486
10523,18961BM,26.32297,95.47463
10524,12659BM,26.21011,95.25068
10525,20574BM,26.320413,95.443763
10526,18214BM,24.855179,94.908357
10527,13317BM,23.77886277,94.14465223
10528,18646BM,25.384984,97.381523
10529,10892BM,20.6799,97.12815
10530,14178BM,20.66674,96.50779
10531,14590BM,23.14339,96.66956
10532,11921BM,22.97885,96.95734
10533,14381BM,24.46064,97.11423
10534,14483BM,16.86709481,96.1267593
10535,14492BM,20.88119,99.8095
10536,13207BM,19.71212,93.74261
10537,19810BM,19.76171,96.097895
10538,14528BM,26.88115,97.96018
10539,15902BM,27.04569,98.3197
10540,14554BM,24.05685,98.75259
10541,11359BM,20.23579,92.86153
10542,14680BM,21.70879,98.92674
10543,14199BM,25.38947545,97.38814704
10544,10790BM,20.13517697,92.89118059
10545,14212BM,20.15607824,92.89661539
10546,15324BM,16.79263863,96.20903149
10547,16146BM,21.52631,100.91377
10548,12111BM,20.58365,99.77897
10549,20584BM,25.346617,97.399958
10550,18566BM,21.267867,100.710955
10551,18205BM,21.58197,98.13633
10552,15193BM,24.20468,97.55179
10553,15224BM,25.15664,95.11708
10554,18211BM,16.829568,96.153822
10555,15252BM,27.16909,96.4398
10556,20945BM,21.3151,93.2389
10557,15290BM,20.41039,96.74008
10558,11277BM,12.44758591,98.61993156
10559,11342BM,21.19671306,94.03655611
10560,18291BM,23.34612742,94.03641701
10561,15759BM,22.60628,98.94909
10562,18998BM,20.29805,95.78856
10563,15586BM,23.89852,98.38371
10564,18358BM,23.86844,94.21349
10565,10168WA,-23.12577,17.26359
10566,13289WA,-18.04674,16.1651
10567,10713WA,-23.12577,17.26359
10568,11140WA,-22.76071,16.72489
10569,11365WA,-17.607194,24.884045
10570,19007WA,-22.6,17.048
10571,11545WA,-18.16537,13.30973
10572,11196WA,-17.76556,24.38723
10573,11852WA,-18.58751,20.56808
10574,11871WA,-22.53564403,17.04322219
10575,14681WA,-18.26747,18.18637
10576,12085WA,-20.27106,18.10288
10577,12856WA,-19.47014,18.35209
10578,12857WA,-19.76648,20.09317
10579,19087WA,-18.05479,15.74547
10580,12914WA,-18.32716,17.05043
10581,10676WA,-17.9914,22.80561
10582,13127WA,-17.67877,24.8159
10583,13138WA,-17.91336335,19.76128001
10584,12911WA,-18.22619,19.56077
10585,13569WA,-17.72,23.28
10586,18931WA,-19.593,16.617
10587,13639WA,-18.10468,21.79523
10588,13931WA,-20.6154,15.36813
10589,13936WA,-22.76022307,16.72702567
10590,13245WA,-22.10057,19.92084
10591,14073WA,-24.21159,19.69381
10592,14092WA,-17.77662463,15.69153306
10593,15706WA,-17.110639,13.354953
10594,15102WA,-17.68629,24.86833
10595,15601WA,-23.41585,19.63806
10596,13454WA,-17.834931,23.378233
10597,16033WA,-18.04982,23.75869
10598,10326NR,-0.51281,166.94251
10599,12057NR,-0.531589,166.939943
10600,12713NR,-0.533921,166.930147
10601,12811NR,-0.530333,166.922821
10602,13554NR,-0.513484,166.935461
10603,13256NR,-0.52874,166.92313
10604,15667NR,-0.518202,166.948822
10605,16152NP,28.44244306,82.17540409
10606,20054NP,28.92525321,80.75281816
10607,16184NP,27.90146116,83.0906559
10608,16206NP,27.17746957,86.51367576
10609,16221NP,28.55452188,81.84458653
10610,16226NP,28.17843753,81.86667474
10611,16229NP,29.13561531,80.96358324
10612,10476NP,27.33725617,87.61290652
10613,16332NP,27.92814439,83.42462226
10614,16333NP,27.98501364,82.62993492
10615,16273NP,28.67356742,82.04978661
10616,17476NP,28.19986561,82.33272321
10617,16284NP,28.022695,82.362857
10618,10564NP,28.01539884,85.73585551
10619,16289NP,28.01298943,83.96677826
10620,20739NP,27.345166,86.434351
10621,20279NP,29.04158515,80.43799716
10622,19392NP,29.175207,84.021788
10623,16297NP,26.98103164,88.07939575
10624,16487NP,27.15462845,87.28099162
10625,19688NP,27.00823101,85.89137221
10626,19689NP,27.80181427,83.09636333
10627,19703NP,28.10138195,83.57545585
10628,19705NP,26.72884414,87.70079615
10629,19712NP,27.09329603,87.52136917
10630,19713NP,27.91915193,83.93784703
10631,19718NP,27.918084,85.57989737
10632,19721NP,27.68425169,85.7083786
10633,19727NP,28.33390149,82.13455523
10634,16318NP,27.29734531,84.90903302
10635,16479NP,28.7007498,82.07732001
10636,16325NP,27.28661281,86.90064511
10637,20740NP,26.6799,87.460397
10638,10687NP,28.487958,84.88969
10639,16329NP,27.60156666,85.18478168
10640,16334NP,27.68182624,83.77611641
10641,16367NP,27.72702745,83.91625412
10642,17489NP,27.586543,84.84742073
10643,16375NP,27.86088117,83.69868427
10644,16423NP,28.2212808,83.64316235
10645,16405NP,27.64449052,84.0827514
10646,16412NP,28.42557355,82.52452815
10647,16406NP,27.42917827,85.24249818
10648,16429NP,27.36177973,86.23611867
10649,17491NP,28.84327488,81.19706191
10650,21117NP,27.5861231,83.43285092
10651,20680NP,26.717118,85.921691
10652,21118NP,27.57997918,83.39638708
10653,21119NP,27.575422,83.40681101
10654,21684NP,27.57517,83.3955
10655,21121NP,27.57929285,83.41966362
10656,16434NP,28.70442278,81.65881034
10657,16457NP,27.90825958,85.36292706
10658,16514NP,28.15365011,85.03338577
10659,21690NP,26.82206,86.04394
10660,19924NP,27.14999748,87.53252776
10661,20346NP,27.71245,85.354
10662,19943NP,26.87181741,87.84367844
10663,20056NP,27.84569577,85.61937118
10664,19948NP,27.39949576,85.33062838
10665,19949NP,27.75618104,85.4341525
10666,19951NP,28.1249506,82.9813741
10667,19956NP,27.21272871,85.23481301
10668,19958NP,28.1852837,83.95026158
10669,19972NP,26.72249566,87.04276782
10670,19974NP,28.24001482,83.67921648
10671,19975NP,28.20722051,84.61178619
10672,19977NP,26.84157069,87.64807996
10673,19978NP,28.07386897,83.82075102
10674,20057NP,27.84985781,83.82747767
10675,19335NP,29.795771,81.272118
10676,16561NP,27.73307561,83.98226987
10677,20741NP,27.060052,86.726563
10678,11322NP,28.08938942,85.58360099
10679,19326NP,29.22994213,83.92310506
10680,16589NP,27.591395,85.544145
10681,16558NP,28.75158328,81.68297693
10682,16961NP,27.10247766,87.63738943
10683,16612NP,28.95767507,83.26500705
10684,11499NP,28.04606088,85.17505146
10685,11503NP,27.88235258,84.75316053
10686,16664NP,29.18751967,81.7623404
10687,16673NP,27.76671973,83.29681758
10688,17513NP,28.21050073,82.73629528
10689,19007NP,27.664231,85.406565
10690,21576NP,27.6771,85.711
10691,20742NP,27.690224,83.459646
10692,16696NP,27.56018376,86.52030229
10693,21135NP,26.82929683,86.07584535
10694,16713NP,27.75428108,83.63371081
10695,11544NP,27.29526904,87.66474329
10696,16709NP,27.06573273,86.19759401
10697,17519NP,28.30404345,82.52893922
10698,21709NP,27.63095,82.99489
10699,21711NP,27.57517,83.3955
10700,11595NP,29.332654,83.208854
10701,17522NP,28.2621402,83.82095325
10702,16734NP,27.18127541,86.07845176
10703,16753NP,28.243214,84.355099
10704,16742NP,27.156042,86.17062638
10705,16768NP,27.90899964,83.52133918
10706,16770NP,28.27480975,82.20649908
10707,16811NP,26.82206,86.04394
10708,16776NP,28.29124551,85.08207515
10709,16839NP,26.86417612,87.8257903
10710,11879NP,29.65402468,82.81157583
10711,16857NP,27.29542528,85.49081659
10712,16861NP,28.1898575,82.36601749
10713,16862NP,29.36782475,81.14990764
10714,20743NP,28.229396,84.873367
10715,15366NP,28.45273593,84.16119979
10716,20462NP,28.67942883,84.27287937
10717,12027NP,26.68640953,87.78402241
10718,19655NP,27.39028932,84.87954156
10719,16903NP,27.31223307,85.24214398
10720,16905NP,27.24600337,86.05667649
10721,21140NP,26.82517027,86.04970178
10722,16916NP,27.68837477,86.3555572
10723,12329NP,28.27227725,85.69370561
10724,18777NP,28.32664935,81.83403175
10725,17015NP,27.88843434,86.45760937
10726,17019NP,27.01862213,87.53082735
10727,20975NP,27.250256,86.199597
10728,17044NP,28.14558356,83.50755911
10729,17016NP,26.6144611,87.77691387
10730,17204NP,27.20010489,85.34707358
10731,17061NP,27.29902764,86.37546114
10732,17580NP,27.79904948,84.03984486
10733,21148NP,27.57945277,83.41766932
10734,21149NP,27.63514572,83.98517623
10735,21150NP,26.99165272,85.58720971
10736,21766NP,26.82206,86.04394
10737,17066NP,27.84099866,85.30087189
10738,17069NP,28.02917097,83.67965905
10739,17080NP,27.48628123,84.93694205
10740,17081NP,28.20281468,82.29274462
10741,17122NP,26.79864562,87.5395259
10742,17124NP,27.12567567,86.72082408
10743,21156NP,26.83347921,86.07972979
10744,21327NP,28.09,81.82573
10745,20744NP,27.098311,87.223528
10746,17148NP,27.62503705,87.53167141
10747,17153NP,26.77193887,87.60782697
10748,17159NP,27.551255,87.986479
10749,17301NP,28.71716217,81.90025497
10750,17185NP,27.43042195,86.38650251
10751,17195NP,27.1180819,87.5911447
10752,20018NP,26.73408866,87.93934297
10753,17236NP,27.58507743,85.8048539
10754,17247NP,27.97415022,83.14142932
10755,17263NP,27.698613,83.512319
10756,17307NP,28.15530301,82.1597999
10757,20745NP,27.63127,86.85525
10758,12845NP,29.45134996,82.8155153
10759,17316NP,28.27732654,83.10849369
10760,21176NP,26.82815566,86.07648874
10761,17334NP,27.61082217,85.50482043
10762,19327NP,28.403178,84.922156
10763,12931NP,28.119674,85.351693
10764,12887NP,28.620005,84.151651
10765,18548NP,27.534526,87.7104
10766,13080NP,28.91375,83.541154
10767,17378NP,28.19145909,83.20721663
10768,17379NP,30.146434,81.355695
10769,17609NP,27.08748267,86.78500443
10770,20777NP,26.884161,88.029942
10771,17391NP,27.40198698,85.50055598
10772,11698NP,29.55788603,82.21224869
10773,13231NP,27.8393588,85.90900536
10774,17424NP,27.18306122,86.52995377
10775,18786NP,27.5020853,85.75475187
10776,17432NP,27.1109608,86.09903259
10777,21343NP,26.74565,86.35293
10778,21486NP,26.85011512,86.13277132
10779,21346NP,26.74565,86.35293
10780,17446NP,28.19699165,82.44951936
10781,17526NP,27.25427002,87.41097419
10782,20746NP,27.546008,87.08287
10783,20989NP,28.095785,84.828291
10784,17639NP,26.74565,86.35293
10785,13761NP,28.34462757,82.46513378
10786,13854NP,29.323255,82.229932
10787,13867NP,27.340088,87.63220252
10788,17708NP,28.20341185,82.2018712
10789,17711NP,27.12609703,86.8712197
10790,20747NP,27.359122,86.78646
10791,17745NP,27.54295033,85.86145236
10792,17756NP,27.49969418,87.69424872
10793,17763NP,29.0120717,81.36573191
10794,17631NP,28.15502233,84.06044746
10795,13322NP,28.25698654,85.46472315
10796,20782NP,28.5295,84.7538
10797,14210NP,27.14803061,86.39963742
10798,19418NP,28.36888236,83.47408115
10799,21537NP,28.1970106,83.57602449
10800,17852NP,28.15244319,83.69194163
10801,17877NP,28.32096818,82.51701799
10802,17919NP,29.04745595,81.20586772
10803,17125NP,28.35018847,81.89556945
10804,17925NP,27.58879387,86.97169886
10805,14513NP,27.02305868,87.93629167
10806,17930NP,27.75698276,83.90859603
10807,17968NP,27.354749,86.700226
10808,14514NP,29.10669245,81.87965427
10809,17928NP,29.81204246,80.54415431
10810,17667NP,27.77218376,83.12100369
10811,20231NP,27.69111129,83.58842798
10812,21492NP,27.66013081,83.08018037
10813,20386NP,26.69972361,87.22449458
10814,20235NP,27.8613804,83.69440892
10815,20240NP,28.22248963,83.01232092
10816,20226NP,27.74136803,83.13475193
10817,17999NP,28.21875468,83.42751869
10818,14526NP,29.14717295,81.33851485
10819,17328NP,27.45429702,86.07976789
10820,13041NP,27.58722969,87.94516439
10821,20748NP,27.312962,86.847848
10822,14743NP,27.02493231,87.39157508
10823,18023NP,27.645547,85.331579
10824,20749NP,27.08456,87.324132
10825,18035NP,28.18388677,85.73467551
10826,18045NP,27.63988513,85.77457684
10827,18084NP,27.08947925,85.46767813
10828,21236NP,27.0128,85.34
10829,21815NP,26.63659,87.17145
10830,14906NP,27.626681,86.657197
10831,12081NP,27.898671,86.883936
10832,18107NP,29.00472684,80.93676281
10833,15598NP,28.299769,84.897097
10834,18150NP,27.62577255,83.88010009
10835,18190NP,27.52655974,86.04415786
10836,18152NP,27.48717228,87.45209975
10837,19328NP,26.78097432,87.66239521
10838,18212NP,27.55502496,85.97121813
10839,18210NP,28.19770328,82.2572984
10840,17688NP,28.45877996,82.08977245
10841,19329NP,28.40635759,84.06490651
10842,18217NP,26.88322474,86.3976063
10843,18229NP,27.29631055,86.65184844
10844,17692NP,28.75875728,82.51829489
10845,21259NP,26.60610258,86.7431223
10846,18235NP,28.83892669,83.82205156
10847,19330NP,29.096041,83.743592
10848,19331NP,28.6126274,84.4851641
10849,18261NP,29.0581773,81.9799945
10850,17980NP,28.3765396,81.93457187
10851,15461NP,27.72309543,86.23931569
10852,20779NP,27.708026,85.311959
10853,21355NP,28.38998,81.39682
10854,15464NP,28.60544305,81.79469728
10855,18241NP,26.860961,85.546702
10856,20750NP,27.454815,86.701234
10857,15468NP,27.707803,85.532176
10858,19332NP,27.639,87.58
10859,20783NP,28.47193,85.08175
10860,22348NP,28.09,81.82573
10861,22349NP,28.09,81.82573
10862,19198NP,27.60533473,87.29353849
10863,16187NP,26.77110962,86.9110539
10864,21294NP,27.63823641,82.99566459
10865,21295NP,26.98572327,85.58963269
10866,21822NP,27.63095,82.99489
10867,21296NP,27.63751349,83.0143158
10868,21299NP,27.63238204,83.03045391
10869,21825NP,26.82206,86.04394
10870,21300NP,26.82782083,86.07428631
10871,15957NP,27.56498983,87.73210736
10872,13065NP,27.55259513,87.48333828
10873,20751NP,27.587599,87.268024
10874,12410NP,27.61749132,86.38678387
10875,19314NL,52.307,4.767
10876,10168NL,52.354822,4.891342
10877,10218NL,52.377465,4.881479
10878,11880NL,52.417543,4.886575
10879,10379NL,52.345283,4.75637
10880,10284NL,52.07081424,4.298806661
10881,15741NL,51.9241761,4.474083233
10882,10294NL,52.404508,4.644705
10883,10326NL,52.374617,4.8891
10884,10328NL,52.379397,4.62973
10885,10329NL,52.310923,4.66716
10886,10350NL,52.37474771,4.853856639
10887,11722NL,52.378184,4.870323
10888,12247NL,52.359881,4.881726
10889,13017NL,52.357209,4.886356
10890,13819NL,52.37868187,4.896695055
10891,10759NL,52.32107,4.951909
10892,15104NL,53.22917854,6.567558416
10893,15152NL,52.37033122,4.904250401
10894,15641NL,52.35442523,4.850170029
10895,10429NL,52.36271703,4.888531893
10896,10491NL,52.325069,4.878163
10897,11065NL,52.371157,4.848181
10898,10803NL,52.368698,4.889277
10899,19213NL,51.77605653,5.334770151
10900,10953NL,52.344946,4.954457
10901,10966NL,52.41151,4.887816
10902,11140NL,52.366179,4.881998
10903,10998NL,52.363793,4.895642
10904,11069NL,52.371671,4.882028
10905,11295NL,52.34740032,4.915435773
10906,11335NL,52.367412,4.918963
10907,20297NL,52.315779,5.03213
10908,11436NL,52.35309602,4.837483954
10909,11437NL,52.384428,4.883356
10910,11458NL,52.371664,4.873546
10911,11496NL,52.356677,4.885423
10912,19007NL,52.12512,4.91133
10913,11600NL,52.36142,4.902593
10914,11659NL,51.77029,5.332
10915,14771NL,51.91881223,4.469827056
10916,11713NL,52.347207,4.904242
10917,11157NL,52.43221,4.653525
10918,11164NL,51.77956774,5.332770894
10919,15175NL,52.356474,4.902794
10920,11205NL,52.350695,4.906284
10921,11217NL,51.3153,3.78276
10922,11234NL,52.36266,4.870472
10923,11766NL,53.143,5.86091
10924,11865NL,52.456369,4.832081
10925,11871NL,52.435168,4.872554
10926,11870NL,52.386922,4.859989
10927,11942NL,52.363348,4.909751
10928,11947NL,53.1888,6.76798
10929,12057NL,52.379146,4.885974
10930,12051NL,52.3595446,4.93329742
10931,11345NL,52.36249,4.893417
10932,12155NL,52.369932,4.904247
10933,14605NL,51.91805962,4.453860408
10934,18503NL,51.93203368,4.475568446
10935,12256NL,52.402464,4.920655
10936,12273NL,52.370119,4.870317
10937,12322NL,52.362161,4.934904
10938,17000NL,51.93094664,4.472287669
10939,15132NL,51.930947,4.472288
10940,11661NL,51.77678828,5.341880308
10941,12795NL,52.34509816,4.854037243
10942,12877NL,51.92917783,4.477022096
10943,13007NL,52.376411,4.881321
10944,13077NL,52.369161,4.868657
10945,13186NL,52.372874,4.895221
10946,13437NL,52.433289,4.921003
10947,13697NL,52.472958,4.677407
10948,14045NL,52.33924,4.899754
10949,14371NL,52.39014912,4.881290535
10950,14373NL,52.483187,4.756642
10951,14431NL,52.382571,4.871441
10952,14449NL,52.36202389,4.902661501
10953,11660NL,51.78034799,5.332505649
10954,14202NL,52.23218,4.80255
10955,14567NL,51.42007,5.85504
10956,14571NL,52.294506,4.994082
10957,14598NL,51.92278801,4.480362354
10958,14864NL,52.292063,4.955043
10959,14962NL,52.280702,4.868912
10960,14964NL,52.276902,4.631235
10961,14983NL,52.87433457,7.060265826
10962,19211NL,52.351992,4.883786
10963,15077NL,52.35955662,4.87210015
10964,15133NL,52.31703186,4.959623856
10965,15148NL,52.367598,4.611508
10966,19615NL,52.22114433,6.891896953
10967,15201NL,52.368152,4.897656
10968,18211NL,52.32,4.94
10969,11277NL,52.360665,4.925899
10970,15482NL,51.948008,4.469618
10971,18274NL,51.93012334,4.489032001
10972,15696NL,52.402684,4.648548
10973,15782NL,52.47616,4.799467
10974,12700NL,52.16191835,5.379151022
10975,15841NL,52.363101,4.927327
10976,19218NL,52.359737,4.91498
10977,10164NC,-21.07235,164.86818
10978,10214NC,-21.37464,165.47209
10979,10374NC,-21.29458,165.27418
10980,10398NC,-21.83684,166.34709
10981,19612NC,-21.32213,165.15027
10982,10498NC,-21.02834,164.76218
10983,11062NC,-21.479706,165.262975
10984,11066NC,-20.40366,164.56197
10985,11087NC,-20.8626,165.11276
10986,19007NC,-22.271774,166.454837
10987,11626NC,-22.08409,166.51917
10988,11165NC,-22.27685352,166.4436124
10989,11676NC,-22.03978,166.44541
10990,11783NC,-20.67939,164.88688
10991,19364NC,-20.65087,166.5655
10992,12273NC,-22.27504601,166.4429452
10993,13321NC,-22.29738,166.44236
10994,12921NC,-22.33695,166.88691
10995,13056NC,-20.94378,167.22676
10996,13751NC,-20.77495,165.04059
10997,13752NC,-20.9356,164.78858
10998,13308NC,-21.65202,165.57304
10999,13311NC,-20.70406,164.78811
11000,13314NC,-20.38453,164.20034
11001,13315NC,-21.50857,167.96745
11002,13320NC,-22.26900823,166.4534622
11003,13412NC,-20.60721,164.67689
11004,14104NC,-20.5808,164.49507
11005,14223NC,-21.56917,165.50879
11006,14338NC,-21.10362,165.11877
11007,14398NC,-20.77596,164.93781
11008,14418NC,-20.84098,164.75204
11009,14419NC,-20.83151,164.57469
11010,14449NC,-22.214308,166.485974
11011,15077NC,-22.25933424,166.4502192
11012,15183NC,-22.20154,166.491007
11013,15311NC,-22.22989,166.54859
11014,15501NC,-21.70626,165.77131
11015,15925NC,-20.41455,166.58936
11016,15772NC,-22.26191,166.44771
11017,12700NC,-22.21844,166.49618
11018,15839NC,-21.16273,165.18906
11019,15432NC,-21.6681,166.00151
11020,15963NC,-19.7214,163.65338
11021,19314NZ,-36.872571,174.753984
11022,10168NZ,-36.857905,174.741652
11023,15741NZ,-36.91460834,174.684851
11024,10294NZ,-36.847951,174.736102
11025,10326NZ,-36.80307933,174.752465
11026,10328NZ,-36.910176,174.809996
11027,10329NZ,-43.5378,172.644352
11028,10330NZ,-46.424189,168.410638
11029,15007NZ,-42.60951,173.15449
11030,11722NZ,-36.857125,174.72522
11031,12247NZ,-36.87975,174.743796
11032,13017NZ,-41.29389,174.776516
11033,10464NZ,-36.886008,174.742207
11034,10491NZ,-36.97663815,174.8524002
11035,19213NZ,-42.60961,173.15449
11036,10966NZ,-36.883006,174.770393
11037,11140NZ,-36.91617267,174.7971268
11038,14804NZ,-45.8806424,170.510917
11039,11029NZ,-36.885663,174.75498
11040,15799NZ,-36.901474,174.666184
11041,11335NZ,-36.879896,174.719524
11042,19206NZ,-42.60931,173.15449
11043,11415NZ,-41.98301,173.08471
11044,11437NZ,-36.9027381,174.7612453
11045,11458NZ,-36.885831,174.743099
11046,11496NZ,-36.90931798,174.8101104
11047,19007NZ,-39.29225,175.77257
11048,11659NZ,-36.88112415,174.7440878
11049,19215NZ,-42.60931,173.15459
11050,11200NZ,-37.75104,175.68663
11051,11201NZ,-36.85,174.73
11052,15175NZ,-41.288881,174.774202
11053,11234NZ,-41.298808,174.772073
11054,11871NZ,-36.91115517,174.8181461
11055,11870NZ,-41.297366,174.78693
11056,11942NZ,-41.286479,174.776217
11057,11982NZ,-36.908035,174.800124
11058,12057NZ,-43.06321,171.94882
11059,11344NZ,-36.890545,174.754678
11060,11345NZ,-41.299666,174.784913
11061,12106NZ,-36.78,174.73
11062,12155NZ,-36.881405,174.774754
11063,18503NZ,-41.275002,174.777213
11064,12256NZ,-36.85425602,174.7576309
11065,12273NZ,-36.91408482,174.6877649
11066,12322NZ,-36.847385,174.765735
11067,12347NZ,-36.847385,174.7656
11068,12486NZ,-36.754492,174.742642
11069,12662NZ,-41.297149,174.77959
11070,12713NZ,-36.894951,174.7666
11071,12795NZ,-36.90015405,174.6506769
11072,12989NZ,-36.870687,174.792177
11073,19209NZ,-36.899045,174.75698
11074,13437NZ,-41.293443,174.78048
11075,17433NZ,-36.906333,174.68206
11076,13522NZ,-38.4099,176.3142
11077,13317NZ,-36.786563,174.726023
11078,13411NZ,-44.82263,169.48517
11079,19210NZ,-42.60941,173.15449
11080,14256NZ,-36.739971,174.72
11081,14371NZ,-36.77922,174.74567
11082,14410NZ,-42.01673,171.75312
11083,14431NZ,-36.84694628,174.7566156
11084,10991NZ,-42.69168,172.70232
11085,14483NZ,-36.72,174.73
11086,14515NZ,-43.34826,171.11887
11087,14571NZ,-36.876928,174.80175
11088,14598NZ,-36.8449998,174.744188
11089,14676NZ,-42.38787,172.86446
11090,14864NZ,-36.91588408,174.878765
11091,18084NZ,-36.894335,174.76605
11092,14196NZ,-36.8916,174.74396
11093,14964NZ,-36.90567808,174.7435355
11094,14983NZ,-41.2931,174.774124
11095,10790NZ,-36.854065,174.758745
11096,19211NZ,-42.60931,173.15469
11097,15324NZ,-36.866937,174.61783
11098,15077NZ,-41.292373,174.777858
11099,15145NZ,-36.834865,174.61413
11100,15148NZ,-36.898,174.76583
11101,15183NZ,-39.92928,176.22423
11102,18211NZ,-36.891182,174.738836
11103,11277NZ,-36.79,174.73
11104,15460NZ,-41.284888,174.776147
11105,15535NZ,-45.12799,170.31418
11106,15554NZ,-44.07765,169.49298
11107,18274NZ,-41.279374,174.77637
11108,15667NZ,-47.028402,167.81115
11109,15696NZ,-41.2853,174.743358
11110,15727NZ,-36.894181,174.625327
11111,12700NZ,-36.943753,174.844609
11112,15905NZ,-36.86102681,174.8455955
11113,19417NU,12.01054505,-83.77155419
11114,15741NU,12.131909,-86.26069
11115,11540NU,12.17508387,-86.17328633
11116,10375NU,12.152196,-86.281746
11117,10891NU,13.63328,-83.68254
11118,19007NU,12.11952,-86.229869
11119,12051NU,12.10365234,-86.30407001
11120,13580NU,12.1702075,-86.17177818
11121,13739NU,14.49227,-83.31034
11122,13791NU,12.17734056,-86.17887554
11123,20330NU,12.144363,-86.237041
11124,13391NU,12.17406438,-86.17935133
11125,14516NU,11.62732,-83.71928
11126,14567NU,12.134929,-86.210492
11127,15077NU,12.13474949,-86.22356264
11128,15103NU,12.17619908,-86.17324945
11129,13390NU,13.59163,-84.34511
11130,20543NU,12.928955,-83.574577
11131,10379NG,13.508179,2.124423
11132,15741NG,13.534787,2.134003
11133,10328NG,13.534472,2.105397
11134,13017NG,13.523931,2.128417
11135,13169NG,15.33711,12.77458
11136,14926NG,14.75149,13.29527
11137,10617NG,13.52175034,2.093083231
11138,11518NG,15.89196,12.65587
11139,19007NG,13.52913118,2.078701997
11140,11533NG,11.89022429,3.444333264
11141,11234NG,13.52762,2.95116
11142,19093NG,15.09071,8.43261
11143,22337NG,14.47,5.277
11144,15365NG,13.7627255,2.132882289
11145,20064NG,14.517232,6.764549
11146,12004NG,12.81904,1.77869
11147,12070NG,13.49670481,7.106593337
11148,13593NG,14.35855,6.55219
11149,15177NG,16.01497,6.90079
11150,12489NG,14.25179711,13.11143885
11151,19550NG,18.9027,12.77243
11152,13496NG,14.06664,10.25394
11153,12508NG,14.257451,13.110299
11154,12509NG,13.56385,12.79467
11155,13592NG,16.4652,5.2883
11156,13802NG,13.52546501,2.111432219
11157,14989NG,13.51970574,2.118942679
11158,15277NG,16.7833,6.92174
11159,21461NG,15.37604,6.309842
11160,10208NG,18.72795966,7.369191278
11161,15226NG,17.09859,7.98822
11162,10449NG,13.528686,2.099462
11163,19419NG,16.92319,7.6743
11164,15608NG,20.70115,8.26233
11165,15223NG,15.50099,4.17203
11166,15316NG,20.61877,14.30112
11167,16057NG,11.89260824,3.449779389
