PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
19910,IN,bgc,0,Haryanvi,Haryanvi,S,270
19910,IN,dhd,0,Dhundari,Dhundari,S,3500
19910,IN,gbm,0,Garhwali,Garhwali,S,190
19910,IN,hin,0,Hindi,Hindi,P,32995
19910,IN,kfy,0,Kumaoni,Kumaoni,S,400
19910,IN,mtr,0,Mewari,Mewari,S,200
19910,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,9930
19910,IN,rwr,0,Marwari,Marwari,S,5350
19910,IN,swv,0,Shekhawati,Shekhawati,S,1320
19911,IN,ben,0,Bengali,Bengali,S,60
19911,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,165
19911,IN,urd,0,Urdu,Urdu,P,600
19913,IN,bgc,0,Haryanvi,Haryanvi,S,800
19913,IN,bgq,0,Bagri,Bagri,S,370
19913,IN,dhd,0,Dhundari,Dhundari,S,1700
19913,IN,hin,0,Hindi,Hindi,P,37370
19913,IN,kfy,0,Kumaoni,Kumaoni,S,280
19913,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,12910
19913,IN,rwr,0,Marwari,Marwari,S,1760
19913,IN,swv,0,Shekhawati,Shekhawati,S,600
19924,IN,anp,0,Angika,Angika,S,10900
19924,IN,ben,0,Bengali,Bengali,S,14800
19924,IN,bfy,0,Bagheli,Bagheli,S,4040
19924,IN,bho,0,Bhojpuri,Bhojpuri,S,862890
19924,IN,hin,0,Hindi,Hindi,P,1547085
19924,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,250
19924,IN,mag,0,Magahi,Magahi,S,147370
19924,IN,mai,0,Maithili,Maithili,S,182780
19926,IN,ben,0,Bengali,Bengali,P,41705
19926,IN,bho,0,Bhojpuri,Bhojpuri,S,970
19926,IN,dgo,0,Dogri,Dogri,S,165
19926,IN,hin,0,Hindi,Hindi,S,26135
19926,IN,kas,0,Kashmiri,Kashmiri,S,2190
19926,IN,mai,0,Maithili,Maithili,S,450
19926,IN,mar,0,Marathi,Marathi,S,600
19926,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,660
19926,IN,tam,0,Tamil,Tamil,S,1260
19927,IN,ahr,0,Ahirani,Ahirani,S,70
19927,IN,dhd,0,Dhundari,Dhundari,S,1440
19927,IN,guj,0,Gujarati,Gujarati,P,14430
19927,IN,hin,0,Hindi,Hindi,S,5060
19927,IN,mar,0,Marathi,Marathi,S,4510
19927,IN,mup,0,Malvi,Malvi,S,50
19928,IN,guj,0,Gujarati,Gujarati,P,71888
19928,IN,hin,0,Hindi,Hindi,S,7990
19928,IN,knn,0,Konkani,Konkani,S,240
19928,IN,mar,0,Marathi,Marathi,S,3040
19928,IN,saz,0,Saurashtra,Saurashtra,S,350
19929,IN,dhd,0,Dhundari,Dhundari,S,480
19929,IN,guj,0,Gujarati,Gujarati,P,361085
19929,IN,hin,0,Hindi,Hindi,S,80740
19929,IN,mar,0,Marathi,Marathi,S,1860
19929,IN,mtr,0,Mewari,Mewari,S,2500
19929,IN,mup,0,Malvi,Malvi,S,3630
19929,IN,rwr,0,Marwari,Marwari,S,9150
19929,IN,saz,0,Saurashtra,Saurashtra,S,1260
19929,IN,swv,0,Shekhawati,Shekhawati,S,80
19929,IN,tel,0,Telugu,Telugu,S,140
19929,IN,wbr,0,Wagdi,Wagdi,S,2600
19930,IN,bra,0,Braj Bhasha,Braj Bhasha,S,50
19930,IN,dhd,0,Dhundari,Dhundari,S,20000
19930,IN,guj,0,Gujarati,Gujarati,S,230
19930,IN,hin,0,Hindi,Hindi,P,28635
19930,IN,rwr,0,Marwari,Marwari,S,14335
19930,IN,swv,0,Shekhawati,Shekhawati,S,6560
19931,IN,ben,0,Bengali,Bengali,P,206665
19931,IN,hin,0,Hindi,Hindi,S,50
19932,IN,bgq,0,Bagri,Bagri,S,480
19932,IN,dhd,0,Dhundari,Dhundari,S,5610
19932,IN,guj,0,Gujarati,Gujarati,S,100
19932,IN,hin,0,Hindi,Hindi,P,27400
19932,IN,mtr,0,Mewari,Mewari,S,2320
19932,IN,mup,0,Malvi,Malvi,S,610
19932,IN,rwr,0,Marwari,Marwari,S,13880
19932,IN,swv,0,Shekhawati,Shekhawati,S,3710
19932,IN,wbr,0,Wagdi,Wagdi,S,1500
19933,IN,bgq,0,Bagri,Bagri,S,2400
19933,IN,dhd,0,Dhundari,Dhundari,S,5280
19933,IN,guj,0,Gujarati,Gujarati,S,460
19933,IN,hin,0,Hindi,Hindi,P,25700
19933,IN,mtr,0,Mewari,Mewari,S,2870
19933,IN,mup,0,Malvi,Malvi,S,530
19933,IN,rwr,0,Marwari,Marwari,S,16420
19933,IN,swv,0,Shekhawati,Shekhawati,S,3720
19933,IN,wbr,0,Wagdi,Wagdi,S,1000
19934,IN,bho,0,Bhojpuri,Bhojpuri,S,3700
19934,IN,bra,0,Braj Bhasha,Braj Bhasha,S,40
19934,IN,dhd,0,Dhundari,Dhundari,S,3310
19934,IN,guj,0,Gujarati,Gujarati,S,13920
19934,IN,hin,0,Hindi,Hindi,P,27530
19934,IN,rwr,0,Marwari,Marwari,S,460
19935,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,16540
19935,IN,guj,0,Gujarati,Gujarati,S,22320
19935,IN,hin,0,Hindi,Hindi,S,38135
19935,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,190
19935,IN,kan,0,Kannada,Kannada,S,23605
19935,IN,khn,0,Khandesi,Khandesi,S,2500
19935,IN,knn,0,Konkani,Konkani,S,70990
19935,IN,mar,0,Marathi,Marathi,P,306983
19936,IN,bgq,0,Bagri,Bagri,S,3880
19936,IN,bns,0,Bundeli,Bundeli,S,75
19936,IN,dhd,0,Dhundari,Dhundari,S,880
19936,IN,guj,0,Gujarati,Gujarati,S,1754
19936,IN,hin,0,Hindi,Hindi,P,32325
19936,IN,mar,0,Marathi,Marathi,S,890
19936,IN,mtr,0,Mewari,Mewari,S,9000
19936,IN,mup,0,Malvi,Malvi,S,300
19936,IN,rwr,0,Marwari,Marwari,S,25215
19936,IN,swv,0,Shekhawati,Shekhawati,S,620
19937,IN,bgc,0,Haryanvi,Haryanvi,S,1550
19937,IN,bgq,0,Bagri,Bagri,S,80
19937,IN,cdh,0,Chambeali,Chambeali,S,90
19937,IN,dgo,0,Dogri,Dogri,S,13780
19937,IN,dhd,0,Dhundari,Dhundari,S,1240
19937,IN,hin,0,Hindi,Hindi,P,44920
19937,IN,kfs,0,Bilaspuri,Bilaspuri,S,140
19937,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,8960
19937,IN,rwr,0,Marwari,Marwari,S,1710
19937,IN,skr,0,Saraiki,Saraiki,S,810
19937,IN,xnr,0,Kangri,Kangri,S,470
19938,IN,bns,0,Bundeli,Bundeli,S,2800
19938,IN,hin,0,Hindi,Hindi,P,104690
19938,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,140
19938,IN,mup,0,Malvi,Malvi,S,6000
19938,IN,ory,0,Odia,Odia,S,75
19938,IN,tel,0,Telugu,Telugu,S,1950
19939,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,3350
19939,IN,guj,0,Gujarati,Gujarati,S,27159
19939,IN,hin,0,Hindi,Hindi,S,59890
19939,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,440
19939,IN,kan,0,Kannada,Kannada,S,49220
19939,IN,kfr,0,Kacchi,Kacchi,S,230
19939,IN,khn,0,Khandesi,Khandesi,S,7350
19939,IN,knn,0,Konkani,Konkani,S,27710
19939,IN,mar,0,Marathi,Marathi,P,377459
19939,IN,noe,0,Nimadi,Nimadi,S,50
19939,IN,rwr,0,Marwari,Marwari,S,40
19939,IN,tam,0,Tamil,Tamil,S,9250
19941,IN,mal,0,Malayalam,Malayalam,S,33480
19941,IN,tam,0,Tamil,Tamil,P,90839
19941,IN,tel,0,Telugu,Telugu,S,20
19942,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,15010
19942,IN,guj,0,Gujarati,Gujarati,S,19229
19942,IN,hin,0,Hindi,Hindi,S,23970
19942,IN,kan,0,Kannada,Kannada,S,17430
19942,IN,kfr,0,Kacchi,Kacchi,S,90
19942,IN,knn,0,Konkani,Konkani,S,77160
19942,IN,mal,0,Malayalam,Malayalam,S,17710
19942,IN,mar,0,Marathi,Marathi,P,91820
19942,IN,tam,0,Tamil,Tamil,S,15295
19942,IN,tcy,0,Tulu,Tulu,S,100
19942,IN,tel,0,Telugu,Telugu,S,5165
19943,IN,ahr,0,Ahirani,Ahirani,S,770
19943,IN,anp,0,Angika,Angika,S,1700
19943,IN,asm,0,Assamese,Assamese,S,21570
19943,IN,awa,0,Awadhi,Awadhi,S,24060
19943,IN,ben,0,Bengali,Bengali,S,133055
19943,IN,bfy,0,Bagheli,Bagheli,S,2300
19943,IN,bgc,0,Haryanvi,Haryanvi,S,30
19943,IN,bgq,0,Bagri,Bagri,S,16380
19943,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,240
19943,IN,bho,0,Bhojpuri,Bhojpuri,S,69730
19943,IN,bjj,0,Kanauji,Kanauji,S,12240
19943,IN,bns,0,Bundeli,Bundeli,S,2010
19943,IN,bra,0,Braj Bhasha,Braj Bhasha,S,8510
19943,IN,cdh,0,Chambeali,Chambeali,S,1100
19943,IN,cdj,0,Churahi,Churahi,S,600
19943,IN,dgo,0,Dogri,Dogri,S,20620
19943,IN,dhd,0,Dhundari,Dhundari,S,77530
19943,IN,gbm,0,Garhwali,Garhwali,S,48100
19943,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,16660
19943,IN,guj,0,Gujarati,Gujarati,S,48085
19943,IN,hin,0,Hindi,Hindi,P,1877940
19943,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,9665
19943,IN,hoj,18802,Haroti,Haroti: Harauti,S,2210
19943,IN,kan,0,Kannada,Kannada,S,65010
19943,IN,kas,0,Kashmiri,Kashmiri,S,2280
19943,IN,kfr,0,Kacchi,Kacchi,S,1390
19943,IN,kfs,0,Bilaspuri,Bilaspuri,S,400
19943,IN,kfy,0,Kumaoni,Kumaoni,S,120
19943,IN,khn,0,Khandesi,Khandesi,S,2730
19943,IN,knn,0,Konkani,Konkani,S,24260
19943,IN,mag,0,Magahi,Magahi,S,3240
19943,IN,mai,0,Maithili,Maithili,S,64400
19943,IN,mal,0,Malayalam,Malayalam,S,14160
19943,IN,mar,0,Marathi,Marathi,S,153240
19943,IN,mjl,0,Mandeali,Mandeali,S,4600
19943,IN,mni,0,Meitei,Meitei,S,240
19943,IN,mtr,0,Mewari,Mewari,S,3870
19943,IN,mup,0,Malvi,Malvi,S,5630
19943,IN,noe,0,Nimadi,Nimadi,S,970
19943,IN,ory,0,Odia,Odia,S,3250
19943,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,11380
19943,IN,rwr,0,Marwari,Marwari,S,136600
19943,IN,saz,0,Saurashtra,Saurashtra,S,1290
19943,IN,swv,0,Shekhawati,Shekhawati,S,54840
19943,IN,tam,0,Tamil,Tamil,S,50530
19943,IN,tcy,0,Tulu,Tulu,S,640
19943,IN,tel,0,Telugu,Telugu,S,74660
19943,IN,wbr,0,Wagdi,Wagdi,S,1200
19943,IN,xnr,0,Kangri,Kangri,S,3000
19944,IN,ben,0,Bengali,Bengali,S,150
19944,IN,bgq,0,Bagri,Bagri,S,5560
19944,IN,dhd,0,Dhundari,Dhundari,S,18620
19944,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,180
19944,IN,guj,0,Gujarati,Gujarati,S,21745
19944,IN,hin,0,Hindi,Hindi,P,149665
19944,IN,hoj,18802,Haroti,Haroti: Harauti,S,2200
19944,IN,kan,0,Kannada,Kannada,S,240
19944,IN,kfr,0,Kacchi,Kacchi,S,100
19944,IN,khn,0,Khandesi,Khandesi,S,110
19944,IN,mar,0,Marathi,Marathi,S,12210
19944,IN,mtr,0,Mewari,Mewari,S,10640
19944,IN,mup,0,Malvi,Malvi,S,1400
19944,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,520
19944,IN,rwr,0,Marwari,Marwari,S,37910
19944,IN,saz,0,Saurashtra,Saurashtra,S,1100
19944,IN,swv,0,Shekhawati,Shekhawati,S,6460
19945,IN,guj,0,Gujarati,Gujarati,P,133960
19945,IN,hin,0,Hindi,Hindi,S,16340
19945,IN,hoj,18802,Haroti,Haroti: Harauti,S,1030
19945,IN,mar,0,Marathi,Marathi,S,550
19946,IN,hin,0,Hindi,Hindi,S,31800
19946,IN,kfy,0,Kumaoni,Kumaoni,P,244900
19947,IN,bgc,0,Haryanvi,Haryanvi,S,3500
19947,IN,dhd,0,Dhundari,Dhundari,S,21050
19947,IN,hin,0,Hindi,Hindi,P,69750
19947,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,80
19947,IN,rwr,0,Marwari,Marwari,S,5760
19947,IN,swv,0,Shekhawati,Shekhawati,S,18140
19948,IN,anp,0,Angika,Angika,S,1350
19948,IN,awa,0,Awadhi,Awadhi,S,1820
19948,IN,bfy,0,Bagheli,Bagheli,S,120
19948,IN,bho,0,Bhojpuri,Bhojpuri,S,41120
19948,IN,bjj,0,Kanauji,Kanauji,S,540
19948,IN,bns,0,Bundeli,Bundeli,S,25255
19948,IN,dhd,0,Dhundari,Dhundari,S,2590
19948,IN,gbm,0,Garhwali,Garhwali,S,1650
19948,IN,hin,0,Hindi,Hindi,P,417559
19948,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,280
19948,IN,hoj,18802,Haroti,Haroti: Harauti,S,200
19948,IN,kfy,0,Kumaoni,Kumaoni,S,400
19948,IN,mag,0,Magahi,Magahi,S,200
19948,IN,mai,0,Maithili,Maithili,S,12600
19948,IN,mtr,0,Mewari,Mewari,S,280
19948,IN,mup,0,Malvi,Malvi,S,960
19948,IN,ory,0,Odia,Odia,S,4020
19948,IN,rwr,0,Marwari,Marwari,S,1440
19948,IN,swv,0,Shekhawati,Shekhawati,S,360
19949,IN,ahr,0,Ahirani,Ahirani,S,330
19949,IN,anp,0,Angika,Angika,S,260
19949,IN,asm,0,Assamese,Assamese,S,4450
19949,IN,awa,0,Awadhi,Awadhi,S,8990
19949,IN,ben,0,Bengali,Bengali,S,16935
19949,IN,bfy,0,Bagheli,Bagheli,S,70
19949,IN,bho,0,Bhojpuri,Bhojpuri,S,13450
19949,IN,bjj,0,Kanauji,Kanauji,S,13170
19949,IN,bns,0,Bundeli,Bundeli,S,2020
19949,IN,bra,0,Braj Bhasha,Braj Bhasha,S,200
19949,IN,dhd,0,Dhundari,Dhundari,S,1540
19949,IN,gbm,0,Garhwali,Garhwali,S,3510
19949,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,340
19949,IN,guj,0,Gujarati,Gujarati,S,3540
19949,IN,hin,0,Hindi,Hindi,P,230470
19949,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1825
19949,IN,kan,0,Kannada,Kannada,S,70
19949,IN,kfy,0,Kumaoni,Kumaoni,S,300
19949,IN,mag,0,Magahi,Magahi,S,440
19949,IN,mai,0,Maithili,Maithili,S,6930
19949,IN,mar,0,Marathi,Marathi,S,28461
19949,IN,mtr,0,Mewari,Mewari,S,150
19949,IN,mup,0,Malvi,Malvi,S,150
19949,IN,ory,0,Odia,Odia,S,10180
19949,IN,rwr,0,Marwari,Marwari,S,340
19949,IN,san,0,Sanskrit,Sanskrit,S,21150
19949,IN,tam,0,Tamil,Tamil,S,5855
19949,IN,tel,0,Telugu,Telugu,S,3850
19950,IN,asm,0,Assamese,Assamese,S,60
19950,IN,awa,0,Awadhi,Awadhi,S,40
19950,IN,ben,0,Bengali,Bengali,S,4705
19950,IN,bho,0,Bhojpuri,Bhojpuri,S,12010
19950,IN,bjj,0,Kanauji,Kanauji,S,130
19950,IN,gbm,0,Garhwali,Garhwali,S,480
19950,IN,hin,0,Hindi,Hindi,S,42510
19950,IN,kfy,0,Kumaoni,Kumaoni,S,100
19950,IN,mag,0,Magahi,Magahi,S,80
19950,IN,mai,0,Maithili,Maithili,S,7400
19950,IN,ory,0,Odia,Odia,P,61040
19950,IN,tel,0,Telugu,Telugu,S,20
19951,IN,ahr,0,Ahirani,Ahirani,S,310
19951,IN,anp,0,Angika,Angika,S,2000
19951,IN,asm,0,Assamese,Assamese,S,18540
19951,IN,awa,0,Awadhi,Awadhi,S,289300
19951,IN,ben,0,Bengali,Bengali,S,206030
19951,IN,bfy,0,Bagheli,Bagheli,S,9140
19951,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,1500
19951,IN,bgc,0,Haryanvi,Haryanvi,S,200
19951,IN,bho,0,Bhojpuri,Bhojpuri,S,136010
19951,IN,bjj,0,Kanauji,Kanauji,S,443450
19951,IN,bns,0,Bundeli,Bundeli,S,26650
19951,IN,bra,0,Braj Bhasha,Braj Bhasha,S,390
19951,IN,cdh,0,Chambeali,Chambeali,S,800
19951,IN,cdj,0,Churahi,Churahi,S,1400
19951,IN,dhd,0,Dhundari,Dhundari,S,29550
19951,IN,gbm,0,Garhwali,Garhwali,S,10820
19951,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,13200
19951,IN,guj,0,Gujarati,Gujarati,S,57540
19951,IN,hin,0,Hindi,Hindi,P,2746808
19951,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,16133
19951,IN,hoj,18802,Haroti,Haroti: Harauti,S,3000
19951,IN,kan,0,Kannada,Kannada,S,9470
19951,IN,kfr,0,Kacchi,Kacchi,S,1800
19951,IN,kfs,0,Bilaspuri,Bilaspuri,S,1500
19951,IN,kfy,0,Kumaoni,Kumaoni,S,18680
19951,IN,khn,0,Khandesi,Khandesi,S,460
19951,IN,knn,0,Konkani,Konkani,S,7340
19951,IN,mag,0,Magahi,Magahi,S,2950
19951,IN,mai,0,Maithili,Maithili,S,51960
19951,IN,mar,0,Marathi,Marathi,S,120680
19951,IN,mjl,0,Mandeali,Mandeali,S,8600
19951,IN,mni,0,Meitei,Meitei,S,240
19951,IN,mtr,0,Mewari,Mewari,S,2400
19951,IN,mup,0,Malvi,Malvi,S,5310
19951,IN,noe,0,Nimadi,Nimadi,S,680
19951,IN,ory,0,Odia,Odia,S,32389
19951,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,3000
19951,IN,rwr,0,Marwari,Marwari,S,10090
19951,IN,swv,0,Shekhawati,Shekhawati,S,3890
19951,IN,tcy,0,Tulu,Tulu,S,660
19951,IN,xnr,0,Kangri,Kangri,S,7520
19952,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1200
19952,IN,kan,0,Kannada,Kannada,P,446284
19952,IN,knn,0,Konkani,Konkani,S,10700
19953,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,4400
19953,IN,hin,0,Hindi,Hindi,S,2520
19953,IN,khn,0,Khandesi,Khandesi,S,330
19953,IN,knn,0,Konkani,Konkani,S,3890
19953,IN,mar,0,Marathi,Marathi,P,45850
19954,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,9640
19954,IN,guj,0,Gujarati,Gujarati,S,5395
19954,IN,hin,0,Hindi,Hindi,S,2035
19954,IN,kan,0,Kannada,Kannada,S,5230
19954,IN,khn,0,Khandesi,Khandesi,S,270
19954,IN,knn,0,Konkani,Konkani,S,2730
19954,IN,mar,0,Marathi,Marathi,P,56040
19955,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,2480
19955,IN,cdh,0,Chambeali,Chambeali,S,70
19955,IN,dgo,0,Dogri,Dogri,S,218990
19955,IN,hin,0,Hindi,Hindi,S,95830
19955,IN,hkh,0,Khah,Khah,S,3330
19955,IN,kas,0,Kashmiri,Kashmiri,P,382745
19955,IN,lbj,0,Ladakhi,Ladakhi,S,360
19956,IN,anp,0,Angika,Angika,S,300
19956,IN,awa,0,Awadhi,Awadhi,S,110
19956,IN,ben,0,Bengali,Bengali,S,9610
19956,IN,bgq,0,Bagri,Bagri,S,5620
19956,IN,bho,0,Bhojpuri,Bhojpuri,S,17960
19956,IN,dhd,0,Dhundari,Dhundari,S,27840
19956,IN,gbm,0,Garhwali,Garhwali,S,1540
19956,IN,guj,0,Gujarati,Gujarati,S,560
19956,IN,hin,0,Hindi,Hindi,P,142174
19956,IN,kan,0,Kannada,Kannada,S,70
19956,IN,kfy,0,Kumaoni,Kumaoni,S,400
19956,IN,mag,0,Magahi,Magahi,S,250
19956,IN,mai,0,Maithili,Maithili,S,10445
19956,IN,mar,0,Marathi,Marathi,S,1970
19956,IN,mtr,0,Mewari,Mewari,S,4400
19956,IN,mup,0,Malvi,Malvi,S,160
19956,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,620
19956,IN,rwr,0,Marwari,Marwari,S,45325
19956,IN,swv,0,Shekhawati,Shekhawati,S,15460
19956,IN,xnr,0,Kangri,Kangri,S,150
19957,IN,dhd,0,Dhundari,Dhundari,S,560
19957,IN,guj,0,Gujarati,Gujarati,P,32196
19957,IN,hin,0,Hindi,Hindi,S,4430
19957,IN,mar,0,Marathi,Marathi,S,1060
19957,IN,rwr,0,Marwari,Marwari,S,40
19958,IN,awa,0,Awadhi,Awadhi,S,4140
19958,IN,ben,0,Bengali,Bengali,S,4950
19958,IN,bfy,0,Bagheli,Bagheli,S,400
19958,IN,bgc,0,Haryanvi,Haryanvi,S,140
19958,IN,bgq,0,Bagri,Bagri,S,130
19958,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,290
19958,IN,bho,0,Bhojpuri,Bhojpuri,S,15900
19958,IN,bjj,0,Kanauji,Kanauji,S,2430
19958,IN,dgo,0,Dogri,Dogri,S,9370
19958,IN,dhd,0,Dhundari,Dhundari,S,410
19958,IN,gbm,0,Garhwali,Garhwali,S,1280
19958,IN,guj,0,Gujarati,Gujarati,S,5450
19958,IN,hin,0,Hindi,Hindi,P,128897
19958,IN,kan,0,Kannada,Kannada,S,1080
19958,IN,kas,0,Kashmiri,Kashmiri,S,1060
19958,IN,kfr,0,Kacchi,Kacchi,S,70
19958,IN,kfy,0,Kumaoni,Kumaoni,S,100
19958,IN,mag,0,Magahi,Magahi,S,90
19958,IN,mai,0,Maithili,Maithili,S,1750
19958,IN,mar,0,Marathi,Marathi,S,2120
19958,IN,ory,0,Odia,Odia,S,2390
19958,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,11306
19958,IN,rwr,0,Marwari,Marwari,S,270
19958,IN,tel,0,Telugu,Telugu,S,2240
19959,IN,ahr,0,Ahirani,Ahirani,S,180
19959,IN,awa,0,Awadhi,Awadhi,S,310
19959,IN,ben,0,Bengali,Bengali,S,9120
19959,IN,bho,0,Bhojpuri,Bhojpuri,S,3170
19959,IN,bjj,0,Kanauji,Kanauji,S,270
19959,IN,bns,0,Bundeli,Bundeli,S,150
19959,IN,dhd,0,Dhundari,Dhundari,S,2460
19959,IN,gbm,0,Garhwali,Garhwali,S,1130
19959,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,6940
19959,IN,guj,0,Gujarati,Gujarati,S,38880
19959,IN,hin,0,Hindi,Hindi,S,94940
19959,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,290
19959,IN,kan,0,Kannada,Kannada,S,47900
19959,IN,kfr,0,Kacchi,Kacchi,S,350
19959,IN,khn,0,Khandesi,Khandesi,S,610
19959,IN,knn,0,Konkani,Konkani,S,15815
19959,IN,mal,0,Malayalam,Malayalam,S,995
19959,IN,mar,0,Marathi,Marathi,P,166625
19959,IN,mup,0,Malvi,Malvi,S,310
19959,IN,rwr,0,Marwari,Marwari,S,880
19959,IN,swv,0,Shekhawati,Shekhawati,S,140
19959,IN,tam,0,Tamil,Tamil,S,32680
19959,IN,tcy,0,Tulu,Tulu,S,400
19959,IN,tel,0,Telugu,Telugu,S,48850
19960,IN,ben,0,Bengali,Bengali,S,1610
19960,IN,bjj,0,Kanauji,Kanauji,S,120
19960,IN,hin,0,Hindi,Hindi,P,13250
19960,IN,mai,0,Maithili,Maithili,S,7595
19961,IN,hin,0,Hindi,Hindi,S,37960
19961,IN,mup,0,Malvi,Malvi,P,39690
19962,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,890
19962,IN,guj,0,Gujarati,Gujarati,S,150
19962,IN,hin,0,Hindi,Hindi,S,2370
19962,IN,kan,0,Kannada,Kannada,S,650
19962,IN,mar,0,Marathi,Marathi,P,98682
19963,IN,guj,0,Gujarati,Gujarati,S,130
19963,IN,khn,0,Khandesi,Khandesi,S,95
19963,IN,mar,0,Marathi,Marathi,S,435
19963,IN,ory,0,Odia,Odia,P,79760
19964,IN,dhd,0,Dhundari,Dhundari,S,1730
19964,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,250
19964,IN,guj,0,Gujarati,Gujarati,P,36422
19964,IN,hin,0,Hindi,Hindi,S,31175
19964,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,160
19964,IN,kan,0,Kannada,Kannada,S,2840
19964,IN,mar,0,Marathi,Marathi,S,810
19964,IN,mtr,0,Mewari,Mewari,S,15310
19964,IN,mup,0,Malvi,Malvi,S,300
19964,IN,rwr,0,Marwari,Marwari,S,8770
19964,IN,swv,0,Shekhawati,Shekhawati,S,100
19965,IN,guj,0,Gujarati,Gujarati,P,105474
19965,IN,hin,0,Hindi,Hindi,S,17446
19965,IN,mar,0,Marathi,Marathi,S,3990
19965,IN,saz,0,Saurashtra,Saurashtra,S,770
19966,IN,guj,0,Gujarati,Gujarati,P,101700
19966,IN,hin,0,Hindi,Hindi,S,7020
19966,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,120
19967,IN,awa,0,Awadhi,Awadhi,S,120
19967,IN,ben,0,Bengali,Bengali,S,2694
19967,IN,bho,0,Bhojpuri,Bhojpuri,S,730
19967,IN,bjj,0,Kanauji,Kanauji,S,100
19967,IN,gbm,0,Garhwali,Garhwali,S,50
19967,IN,guj,0,Gujarati,Gujarati,S,270
19967,IN,hin,0,Hindi,Hindi,P,33252
19967,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,2107
19967,IN,kan,0,Kannada,Kannada,S,250
19967,IN,kfy,0,Kumaoni,Kumaoni,S,60
19967,IN,mai,0,Maithili,Maithili,S,450
19967,IN,mar,0,Marathi,Marathi,S,10585
19967,IN,noe,0,Nimadi,Nimadi,S,330
19967,IN,ory,0,Odia,Odia,S,885
19967,IN,tel,0,Telugu,Telugu,S,980
19968,IN,awa,0,Awadhi,Awadhi,S,70
19968,IN,bho,0,Bhojpuri,Bhojpuri,S,1380
19968,IN,bjj,0,Kanauji,Kanauji,S,30
19968,IN,dhd,0,Dhundari,Dhundari,S,720
19968,IN,gbm,0,Garhwali,Garhwali,S,580
19968,IN,guj,0,Gujarati,Gujarati,S,1070
19968,IN,hin,0,Hindi,Hindi,P,47450
19968,IN,kfy,0,Kumaoni,Kumaoni,S,50
19968,IN,mar,0,Marathi,Marathi,S,1630
19968,IN,mtr,0,Mewari,Mewari,S,7900
19968,IN,rwr,0,Marwari,Marwari,S,27760
19968,IN,swv,0,Shekhawati,Shekhawati,S,100
19969,IN,ben,0,Bengali,Bengali,S,315
19969,IN,bgq,0,Bagri,Bagri,S,13600
19969,IN,dhd,0,Dhundari,Dhundari,S,24860
19969,IN,guj,0,Gujarati,Gujarati,S,870
19969,IN,hin,0,Hindi,Hindi,P,49515
19969,IN,mtr,0,Mewari,Mewari,S,4700
19969,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,680
19969,IN,rwr,0,Marwari,Marwari,S,42180
19969,IN,swv,0,Shekhawati,Shekhawati,S,9240
19970,IN,ben,0,Bengali,Bengali,S,1115
19970,IN,bgq,0,Bagri,Bagri,S,300
19970,IN,dgo,0,Dogri,Dogri,S,5230
