PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
11140,AS,eng,0,English,English,P,1011428
11157,AS,ekk,0,"Estonian, Standard","Estonian, Standard",P,1904
11200,AS,fij,0,Fijian,Fijian,P,64897
11201,AS,hif,0,"Hindi, Fiji","Hindi, Fiji",P,2803
11205,AS,fin,0,Finnish,Finnish,P,
11234,AS,fra,0,French,French,P,25447
11244,AS,kri,0,Krio,Krio,P,3705
11268,AS,kux,0,Kukatja,Kukatja,P,134
11277,AS,tha,0,Thai,Thai,P,69923
11335,AS,spa,0,Spanish,Spanish,P,33251
11344,AS,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,18095
11345,AS,wuu,0,"Chinese, Wu","Chinese, Wu",P,3417
11359,AS,rhg,0,Rohingya,Rohingya,P,2328
11399,AS,coa,0,"Malay, Cocos Islands","Malay, Cocos Islands",P,1315
11415,AS,rar,0,Cook Islands Maori,Cook Islands Maori,P,5285
11437,AS,hrv,0,Croatian,Croatian,P,71743
11456,AS,ell,0,Greek,Greek,P,26835
11458,AS,ces,0,Czech,Czech,P,
11496,AS,dan,0,Danish,Danish,P,5978
11539,AS,eng,0,English,English,P,538638
11543,AS,dhg,0,Dhangu-Djangu,Dhangu-Djangu,P,
11574,AS,djr,0,Djambarrpuyngu,Djambarrpuyngu,P,4427
11576,AS,ddj,0,Jaru,Jaru,P,
11577,AS,djj,0,Djeebbana,Djeebbana,P,186
11578,AS,dji,0,Djinang,Djinang,P,
11579,AS,djb,0,Djinba,Djinba,P,73
11659,AS,nld,0,Dutch,Dutch,P,74086
11683,AS,aer,0,"Arrernte, Eastern","Arrernte, Eastern",P,3025
11722,AS,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,49211
11801,AS,gbb,0,Kaytetye,Kaytetye,P,123
11824,AS,wrk,0,Garrwa,Garrwa,P,109
11871,AS,deu,0,"German, Standard","German, Standard",P,
11942,AS,ell,0,Greek,Greek,P,
11974,AS,gvn,0,Kuku-Yalanji,Kuku-Yalanji,P,332
11982,AS,guj,0,Gujarati,Gujarati,P,54717
11991,AS,gnn,0,Gumatj,Gumatj,P,
11994,AS,gup,0,Gunwinggu,Gunwinggu,P,
11994,AS,wlg,0,Kunbarlang,Kunbarlang,S,
11998,AS,gup,0,Gunwinggu,Gunwinggu,P,
11999,AS,guf,0,Gupapuyngu,Gupapuyngu,P,
12003,AS,gue,0,Gurindji,Gurindji,P,425
12037,AS,cnh,0,"Chin, Hakha","Chin, Hakha",P,4976
12051,AS,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,603505
12054,AS,hak,0,"Chinese, Hakka","Chinese, Hakka",P,9088
12057,AS,yue,0,"Chinese, Yue","Chinese, Yue",P,284062
12076,AS,haz,0,Hazaragi,Hazaragi,P,22543
12155,AS,hun,0,Hungarian,Hungarian,P,
12161,AS,run,0,Rundi,Rundi,P,3772
12189,AS,ibo,0,Igbo,Igbo,P,2069
12213,AS,mfe,0,Morisyen,Morisyen,P,24587
12247,AS,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,71109
12256,AS,eng,0,English,English,P,79064
12273,AS,ita,0,Italian,Italian,P,
12296,AS,ibd,0,Iwaidja,Iwaidja,P,123
12322,AS,jpn,0,Japanese,Japanese,P,
12347,AS,eng,0,English,English,P,
12347,AS,heb,0,Hebrew,Hebrew,S,
12662,AS,khm,0,Khmer,Khmer,P,35752
12700,AS,vie,0,Vietnamese,Vietnamese,P,273286
12725,AS,gia,0,Kija,Kija,P,176
12795,AS,kor,0,Korean,Korean,P,112715
12861,AS,kjn,0,Kunjen,Kunjen,P,
12877,AS,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,4577
12893,AS,kuy,12584,Kuuku-Ya'u,Kuuku-Ya'u: Kuuku-yau,S,
12893,AS,tcs,0,Torres Strait Creole,Torres Strait Creole,P,
12989,AS,lao,0,Lao,Lao,P,11926
13007,AS,lvs,0,"Latvian, Standard","Latvian, Standard",P,9331
13077,AS,eng,0,English,English,P,
13077,AS,lit,0,Lithuanian,Lithuanian,S,
13159,AS,piu,0,Pintupi-Luritja,Pintupi-Luritja,P,1148
13186,AS,mkd,0,Macedonian,Macedonian,P,
13316,AS,tpi,0,Tok Pisin,Tok Pisin,P,29260
13317,AS,npi,0,Nepali,Nepali,P,133236
13333,AS,gup,0,Gunwinggu,Gunwinggu,P,
13333,AS,ngk,3682,Dalabon,Dalabon: Ngalkbun,S,
13340,AS,nbj,0,Ngarinyman,Ngarinyman,P,53
13341,AS,ung,0,Ngarinyin,Ngarinyin,P,12
13342,AS,eng,0,English,English,P,158
13437,AS,zlm,0,Malay,Malay,P,178929
13460,AS,mlt,0,Maltese,Maltese,P,
13483,AS,eng,0,English,English,S,
13483,AS,mid,0,Mandaic,Mandaic,P,
13522,AS,mri,0,Maori,Maori,P,
13556,AS,mpj,0,Martu Wangka,Martu Wangka,P,1118
13591,AS,mph,0,Maung,Maung,P,382
13734,AS,ulk,0,Meriam Mir,Meriam Mir,P,
13885,AS,mwf,0,Murrinh-Patha,Murrinh-Patha,P,
13909,AS,nus,0,Nuer,Nuer,P,2234
13924,AS,nck,0,Na-kara,Na-kara,P,61
13947,AS,nam,14709,Ngan'gityemerri,Ngan'gityemerri: Nangikurrunggurr,P,
14021,AS,mwp,0,Kala Lagaw Ya,Kala Lagaw Ya,P,
14045,AS,nor,0,Norwegian,Norwegian,P,2999
14066,AS,nuy,0,Nunggubuyu,Nunggubuyu,P,289
14088,AS,ntj,0,Ngaanyatjarra,Ngaanyatjarra,P,1148
14090,AS,nna,0,Nyangumarta,Nyangumarta,P,216
14095,AS,eng,0,English,English,P,130
14196,AS,sin,0,Sinhala,Sinhala,P,148602
14256,AS,pbu,0,"Pashto, Northern","Pashto, Northern",P,9165
14303,AS,pnw,0,Banyjima,Banyjima,P,103
14371,AS,pes,0,"Persian, Iranian","Persian, Iranian",P,61352
14400,AS,pti,0,Pintiini,Pintiini,P,239
14401,AS,eng,0,English,English,P,1355
14410,AS,eng,0,English,English,P,
14410,AS,pih,0,Pitcairn-Norfolk,Pitcairn-Norfolk,S,
14414,AS,pjt,0,Pitjantjatjara,Pitjantjatjara,P,
14431,AS,pol,0,Polish,Polish,P,
14449,AS,por,0,Portuguese,Portuguese,P,22056
14483,AS,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,136536
14539,AS,rmb,3713,Rembarrnga,Rembarrnga: Rembarrnga,P,44
14561,AS,rit,0,Ritharrngu,Ritharrngu,P,40
14570,AS,rmn,0,"Romani, Balkan","Romani, Balkan",P,7494
14571,AS,ron,0,Romanian,Romanian,P,13858
14598,AS,rus,0,Russian,Russian,P,
14676,AS,smo,0,Samoan,Samoan,P,22615
14864,AS,srp,0,Serbian,Serbian,P,55001
14881,AS,ksw,0,"Karen, S'gaw","Karen, S'gaw",P,9621
14917,AS,sna,0,Shona,Shona,P,11379
14962,AS,slk,0,Slovak,Slovak,P,6515
14964,AS,slv,0,Slovene,Slovene,P,5479
14983,AS,som,0,Somali,Somali,P,14687
15007,AS,eng,0,English,English,P,102622
15077,AS,spa,0,Spanish,Spanish,P,125862
15104,AS,apd,0,"Arabic, Sudanese Spoken","Arabic, Sudanese Spoken",P,37157
15145,AS,swh,0,Swahili,Swahili,P,11895
15148,AS,swe,0,Swedish,Swedish,P,9268
15154,AS,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,83039
15175,AS,tgl,0,Tagalog,Tagalog,P,313428
15355,AS,are,3679,"Arrarnta, Western","Arrarnta, Western: Aranda, Western",P,455
15398,AS,wij,0,Wik-Iiyanh,Wik-Iiyanh,P,71
15399,AS,wim,0,Wik-Mungkan,Wik-Mungkan,P,465
15400,AS,wig,0,Wik-Ngathana,Wik-Ngathana,P,127
15417,AS,eng,0,English,English,P,
15417,AS,wro,0,Worrorra,Worrorra,S,
15459,AS,thd,0,Kuuk Thayorre,Kuuk Thayorre,P,362
15481,AS,tir,0,Tigrigna,Tigrigna,P,4737
15506,AS,tiw,0,Tiwi,Tiwi,P,2110
15554,AS,ton,0,Tongan,Tongan,P,13892
15569,AS,tcs,0,Torres Strait Creole,Torres Strait Creole,P,6383
15696,AS,ukr,0,Ukrainian,Ukrainian,P,19679
15727,AS,urd,0,Urdu,Urdu,P,71682
15741,AS,eng,0,English,English,P,111199
15755,AS,uig,0,Uyghur,Uyghur,P,5111
15799,AS,ceb,0,Cebuano,Cebuano,P,5733
15824,AS,wbp,0,Warlpiri,Warlpiri,P,2379
15842,AS,wmt,0,Walmajarri,Walmajarri,P,289
15865,AS,wrr,0,Wardaman,Wardaman,P,106
15876,AS,wrm,0,Warumungu,Warumungu,P,332
15890,AS,eng,0,English,English,P,260
15905,AS,cym,0,Welsh,Welsh,P,47348
15983,AS,kdd,0,Yankunytjatjara,Yankunytjatjara,P,713
15987,AS,jao,0,Yanyuwa,Yanyuwa,P,155
16041,AS,yij,0,Yindjibarndi,Yindjibarndi,P,393
16057,AS,yor,0,Yoruba,Yoruba,P,2000
16842,AS,gom,0,"Konkani, Goan","Konkani, Goan",P,2624
17000,AS,jav,0,Javanese,Javanese,P,13030
18211,AS,tam,0,Tamil,Tamil,P,75715
18274,AS,tur,0,Turkish,Turkish,P,47655
18495,AS,hnj,0,Hmong Njua,Hmong Njua,P,2210
18503,AS,ind,0,Indonesian,Indonesian,P,77296
18605,AS,khk,0,"Mongolian, Halh","Mongolian, Halh",P,2213
18815,AS,tpi,0,Tok Pisin,Tok Pisin,P,33375
18874,AS,eng,0,English,English,P,10380
19007,AS,asf,0,Auslan,Auslan,P,
19007,AS,asw,0,Australian Aborigines Sign Language,Australian Aborigines Sign Language,S,
19007,AS,rsm,0,Miriwoong Sign Language,Miriwoong Sign Language,S,
19007,AS,ygs,0,Yolngu Sign Language,Yolngu Sign Language,S,
19007,AS,yhs,0,Yan-nhangu Sign Language,Yan-nhangu Sign Language,S,
19204,AS,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,71016
19207,AS,als,0,"Albanian, Tosk","Albanian, Tosk",P,39097
19211,AS,eng,0,English,English,P,
19211,AS,hin,0,Hindi,Hindi,S,
19314,AS,prs,0,Dari,Dari,P,26824
19652,AS,gax,0,"Oromo, Borana-Arsi-Guji","Oromo, Borana-Arsi-Guji",P,3176
20621,AS,kky,0,Guugu Yimidhirr,Guugu Yimidhirr,P,807
20718,AS,adt,0,Adnyamathanha,Adnyamathanha,S,
20718,AS,eng,0,English,English,P,
20719,AS,bck,0,Bunuba,Bunuba,P,41
20720,AS,bdy,0,Bandjalang,Bandjalang,P,113
20721,AS,dax,0,Dayi,Dayi,P,83
20722,AS,djd,0,Djamindjung,Djamindjung,P,29
20723,AS,gni,0,Gooniyandi,Gooniyandi,P,134
20724,AS,kkp,0,Koko-Bera,Koko-Bera,P,10
20725,AS,mep,0,Miriwoong,Miriwoong,P,166
20726,AS,eng,0,English,English,P,
20726,AS,nay,0,Ngarrindjeri,Ngarrindjeri,S,
20728,AS,nys,0,Nyungar,Nyungar,P,496
20729,AS,ump,0,Umpila,Umpila,P,12
20730,AS,eng,0,English,English,P,
20730,AS,wrh,0,Wiradjuri,Wiradjuri,S,
20732,AS,yii,0,Yidiny,Yidiny,P,192
20772,AS,wmb,0,Wambaya,Wambaya,P,111
20971,AS,dwu,0,Dhuwal,Dhuwal,P,337
20991,AS,gjr,0,Gurindji Kriol,Gurindji Kriol,P,1071
20992,AS,dwy,0,Dhuwaya,Dhuwaya,P,536
21563,AS,kgs,0,Kumbainggar,Kumbainggar,P,93
21564,AS,gge,0,Gurr-goni,Gurr-goni,P,49
21574,AS,tjp,0,Tjupany,Tjupany,P,263
10375,AU,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,55630
10491,AU,bar,0,Bavarian,Bavarian,P,7400012
10492,AU,rmc,0,"Romani, Carpathian","Romani, Carpathian",P,3272
10953,AU,bos,0,Bosnian,Bosnian,P,97673
10998,AU,bul,0,Bulgarian,Bulgarian,P,34481
11140,AU,eng,0,English,English,P,9365
11157,AU,ekk,0,"Estonian, Standard","Estonian, Standard",P,560
11234,AU,fra,0,French,French,P,16702
11317,AU,che,0,Chechen,Chechen,P,25921
11437,AU,hrv,0,Croatian,Croatian,P,89605
11458,AU,ces,0,Czech,Czech,P,
11659,AU,nld,0,Dutch,Dutch,P,3450
11765,AU,fra,0,French,French,P,945
11870,AU,gsw,6880,"German, Swiss","German, Swiss: High Alemannisch",P,60407
11871,AU,deu,0,"German, Standard","German, Standard",P,210181
11880,AU,aln,0,"Albanian, Gheg","Albanian, Gheg",P,
11880,AU,als,0,"Albanian, Tosk","Albanian, Tosk",S,
11942,AU,ell,0,Greek,Greek,P,13361
12051,AU,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,37869
12155,AU,hun,0,Hungarian,Hungarian,P,92015
12273,AU,ita,0,Italian,Italian,P,34493
12346,AU,deu,0,"German, Standard","German, Standard",P,10327
12700,AU,vie,0,Vietnamese,Vietnamese,P,3674
12877,AU,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,25623
13055,AU,deu,0,"German, Standard","German, Standard",P,627
13186,AU,mkd,0,Macedonian,Macedonian,P,24747
14202,AU,rmo,0,"Romani, Sinte","Romani, Sinte",P,3272
14371,AU,pes,0,"Persian, Iranian","Persian, Iranian",P,15023
14431,AU,pol,0,Polish,Polish,P,66041
14571,AU,ron,0,Romanian,Romanian,P,132680
14598,AU,rus,0,Russian,Russian,P,33568
14864,AU,srp,0,Serbian,Serbian,P,122943
14962,AU,slk,0,Slovak,Slovak,P,45685
14964,AU,slv,0,Slovene,Slovene,P,22430
15001,AU,dsb,0,"Sorbian, Lower","Sorbian, Lower",P,4566
15077,AU,spa,0,Spanish,Spanish,P,4231
15148,AU,swe,0,Swedish,Swedish,P,2019
15175,AU,tgl,0,Tagalog,Tagalog,P,9126
15741,AU,eng,0,English,English,P,5901
15843,AU,wae,0,Walser,Walser,P,9034
18274,AU,tur,0,Turkish,Turkish,P,118347
19007,AU,asq,0,Austrian Sign Language,Austrian Sign Language,P,18126
19211,AU,bar,0,Bavarian,Bavarian,S,
19211,AU,hin,0,Hindi,Hindi,P,
19211,AU,sin,0,Sinhala,Sinhala,S,
19211,AU,urd,0,Urdu,Urdu,S,
19223,AU,por,47,Portuguese,Portuguese: Brasil,P,880
19314,AU,prs,0,Dari,Dari,P,44269
19631,AU,yec,0,Yeniche,Yeniche,P,1807
21829,AU,ckm,0,Chakavian,Chakavian,P,30375
11140,AV,eng,0,English,English,P,306
13862,AV,aig,0,Leeward Caribbean English Creole,Leeward Caribbean English Creole,P,13511
15741,AV,eng,0,English,English,P,322
19206,AV,eng,0,English,English,P,266
19211,AV,hin,0,Hindi,Hindi,P,114
10572,BA,abv,0,"Arabic, Baharna Spoken","Arabic, Baharna Spoken",P,924494
11140,BA,eng,0,English,English,P,26486
11982,BA,guj,0,Gujarati,Gujarati,P,35670
12640,BA,kvr,0,Kerinci,Kerinci,P,27178
12795,BA,kor,0,Korean,Korean,P,
12877,BA,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,61406
14371,BA,pes,0,"Persian, Iranian","Persian, Iranian",P,230986
15175,BA,tgl,0,Tagalog,Tagalog,P,
15324,BA,tel,0,Telugu,Telugu,P,35536
15727,BA,urd,0,Urdu,Urdu,P,79957
15741,BA,eng,0,English,English,P,8752
17433,BA,mal,0,Malayalam,Malayalam,P,
18211,BA,tam,0,Tamil,Tamil,P,44200
18274,BA,tur,0,Turkish,Turkish,P,1800
19007,BA,xxx,0,Unknown,Language unknown,P,3568
19204,BA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,171921
19226,BA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,89
10682,BB,bjs,0,Bajan,Bajan,S,
10682,BB,eng,0,English,English,P,
11140,BB,eng,0,English,English,P,28650
15741,BB,eng,0,English,English,P,3398
19007,BB,ase,0,American Sign Language,American Sign Language,P,1440
19211,BB,hin,0,Hindi,Hindi,P,4017
10168,BC,afr,6716,Afrikaans,Afrikaans: Orange River Afrikaans,P,9664
10676,BC,xuu,0,Khwedam,Khwedam,P,1935
10874,BC,brl,0,Birwa,Birwa,P,19993
11140,BC,eng,0,English,English,P,6792
11278,BC,tsn,0,Setswana,Setswana,P,454695
11852,BC,diu,3503,Gciriku,Gciriku: Gciriku,P,2667
12020,BC,gwj,0,Gwi,Gwi,P,1821
12085,BC,her,0,Herero,Herero,P,19644
12091,BC,hio,0,Tshuwau,Tshuwau,P,2479
12146,BC,gnk,0,Gana,Gana,P,1276
12160,BC,tsn,0,Setswana,Setswana,P,14663
12446,BC,kck,0,Kalanga,Kalanga,P,
12646,BC,xkv,0,Kgalagadi,Kgalagadi,P,
12856,BC,knw,0,Kung-Ekoka,Kung-Ekoka,P,2101
12857,BC,ktz,0,Ju'hoan,Ju'hoan,P,8676
12911,BC,kwn,0,Kwangali,Kwangali,P,8765
12920,BC,tsn,0,Setswana,Setswana,P,236920
13127,BC,loz,0,Lozi,Lozi,P,17878
13245,BC,nhr,0,Naro,Naro,P,8404
13275,BC,nde,0,Ndebele,Ndebele,P,20669
13379,BC,tsn,0,Setswana,Setswana,P,226593
13380,BC,tsn,0,Setswana,Setswana,P,540094
13452,BC,tsn,0,Setswana,Setswana,P,41323
13639,BC,mhw,0,Mbukushu,Mbukushu,P,38911
13935,BC,nmq,0,Nambya,Nambya,P,19993
13990,BC,nso,16869,"Sotho, Northern","Sotho, Northern: Tswene",P,14045
14072,BC,huc,10704,Hua,Hua: Sasi,S,
14072,BC,tsn,0,Setswana,Setswana,P,
14073,BC,nmn,0,Xoo,Xoo,P,2337
14128,BC,shg,0,Shua,Shua,P,
14566,BC,tsn,17699,Setswana,Setswana: Rolong,P,
14681,BC,hgm,0,Haiom,Haiom,P,40117
14832,BC,tsn,0,Setswana,Setswana,P,8701
14917,BC,sna,0,Shona,Shona,P,
15005,BC,sot,0,"Sotho, Southern","Sotho, Southern",P,
15102,BC,sbs,0,Kuhane,Kuhane,P,7092
15301,BC,tsn,0,Setswana,Setswana,P,146620
15436,BC,xho,0,Xhosa,Xhosa,P,12446
15513,BC,tsn,0,Setswana,Setswana,P,10665
15602,BC,two,0,Tswapong,Tswapong,P,9030
16033,BC,yey,0,Yeyi,Yeyi,P,54925
16112,BC,zul,0,Zulu,Zulu,P,6156
18367,BC,hnh,0,Ani,Ani,P,1111
19007,BC,xxx,0,Unknown,Language unknown,P,18291
19206,BC,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,1332
19211,BC,guj,0,Gujarati,Gujarati,P,
19211,BC,hin,0,Hindi,Hindi,S,
19325,BC,tyu,0,Kua,Kua,P,1088
11140,BD,eng,0,English,English,P,573
14449,BD,por,0,Portuguese,Portuguese,P,2762
15175,BD,tgl,0,Tagalog,Tagalog,P,446
15919,BD,eng,0,English,English,P,37450
19007,BD,xxx,0,Unknown,Language unknown,P,310
19208,BD,eng,0,English,English,P,14980
19407,BD,eng,9591,English,English: Bermudan English,P,4297
10294,BE,amh,0,Amharic,Amharic,P,1045
10326,BE,eng,0,English,English,P,802
10328,BE,eng,0,English,English,P,3043
10379,BE,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,53249
10429,BE,hyw,0,"Armenian, Western","Armenian, Western",P,10211
10491,BE,bar,0,Bavarian,Bavarian,P,2744
10528,BE,azj,0,"Azerbaijani, North","Azerbaijani, North",P,1059
10953,BE,bos,0,Bosnian,Bosnian,P,2554
10966,BE,por,47,Portuguese,Portuguese: Brasil,P,15260
10998,BE,bul,0,Bulgarian,Bulgarian,P,47192
11065,BE,bel,0,Belarusian,Belarusian,P,1671
11140,BE,eng,0,English,English,P,26471
11157,BE,ekk,0,"Estonian, Standard","Estonian, Standard",P,868
11205,BE,fin,0,Finnish,Finnish,P,3234
11217,BE,vls,0,West Flemish,West Flemish,P,5464954
11234,BE,fra,0,French,French,P,218662
11277,BE,tha,0,Thai,Thai,P,3525
11317,BE,che,0,Chechen,Chechen,P,17628
11335,BE,spa,0,Spanish,Spanish,P,1067
11440,BE,spa,0,Spanish,Spanish,P,675
11458,BE,ces,0,Czech,Czech,P,3188
11496,BE,dan,0,Danish,Danish,P,3104
11600,BE,spa,0,Spanish,Spanish,P,763
11659,BE,lim,0,Limburgish,Limburgish,S,
11659,BE,nld,0,Dutch,Dutch,P,
11713,BE,spa,0,Spanish,Spanish,P,3512
11722,BE,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,1547
11764,BE,fra,0,French,French,P,28989
11769,BE,fuf,0,Pular,Pular,P,8538
11865,BE,kat,0,Georgian,Georgian,P,3168
11870,BE,gsw,0,"German, Swiss","German, Swiss",P,2248
11871,BE,deu,0,"German, Standard","German, Standard",P,51114
11942,BE,ell,0,Greek,Greek,P,28836
12155,BE,hun,0,Hungarian,Hungarian,P,4718
12161,BE,run,0,Rundi,Rundi,P,2326
12213,BE,mfe,0,Morisyen,Morisyen,P,718
12247,BE,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,21023
12256,BE,eng,0,English,English,P,3967
12273,BE,ita,0,Italian,Italian,P,280754
12322,BE,jpn,0,Japanese,Japanese,P,4725
12399,BE,kab,0,Amazigh,Amazigh,P,55234
12599,BE,kaz,0,Kazakh,Kazakh,P,2620
12662,BE,khm,0,Khmer,Khmer,P,541
12700,BE,vie,0,Vietnamese,Vietnamese,P,1342
12795,BE,kor,0,Korean,Korean,P,780
12877,BE,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,29248
13007,BE,lvs,0,"Latvian, Standard","Latvian, Standard",P,1247
13017,BE,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,2475
13068,BE,lin,0,Lingala,Lingala,P,24379
13077,BE,lit,13011,Lithuanian,Lithuanian: Suvalkietiskai,P,1762
13165,BE,ltz,0,Luxembourgish,Luxembourgish,P,4649
13169,BE,ayl,0,"Arabic, Libyan Spoken","Arabic, Libyan Spoken",P,4651
13186,BE,mkd,0,Macedonian,Macedonian,P,6335
13592,BE,mey,0,"Arabic, Hassaniyya","Arabic, Hassaniyya",P,1498
13697,BE,spa,0,Spanish,Spanish,P,1034
13775,BE,ron,20630,Romanian,Romanian: Moldavian,P,1383
13802,BE,mos,0,Moore,Moore,P,767
13819,BE,ary,0,"Arabic, Moroccan Spoken","Arabic, Moroccan Spoken",P,342649
14039,BE,uzn,0,"Uzbek, Northern","Uzbek, Northern",P,1685
14045,BE,nor,0,Norwegian,Norwegian,P,1372
14371,BE,pes,0,"Persian, Iranian","Persian, Iranian",P,12978
14373,BE,spa,0,Spanish,Spanish,P,1173
14431,BE,pol,0,Polish,Polish,P,97837
14449,BE,por,0,Portuguese,Portuguese,P,55087
14567,BE,rmy,0,"Romani, Vlax","Romani, Vlax",P,15783
14571,BE,ron,0,Romanian,Romanian,P,121743
14598,BE,rus,0,Russian,Russian,P,62477
14605,BE,kin,0,Kinyarwanda,Kinyarwanda,P,4943
14864,BE,srp,0,Serbian,Serbian,P,6228
14899,BE,shy,0,Tachawit,Tachawit,P,41702
14962,BE,slk,0,Slovak,Slovak,P,5754
14983,BE,som,16821,Somali,Somali: Northern Somali,P,1441
15077,BE,spa,0,Spanish,Spanish,P,79275
15148,BE,swe,0,Swedish,Swedish,P,4638
15152,BE,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,15254
15175,BE,tgl,0,Tagalog,Tagalog,P,3499
15201,BE,tgk,0,Tajik,Tajik,P,5107
15414,BE,wol,0,Wolof,Wolof,P,1951
15641,BE,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,21062
15696,BE,ukr,0,Ukrainian,Ukrainian,P,4208
15727,BE,urd,0,Urdu,Urdu,P,9639
15741,BE,eng,0,English,English,P,13913
15841,BE,wln,0,Walloon,Walloon,P,3567370
18274,BE,tur,0,Turkish,Turkish,P,162669
18605,BE,khk,0,"Mongolian, Halh","Mongolian, Halh",P,820
19007,BE,sfb,0,French Belgian Sign Language,French Belgian Sign Language,P,
19007,BE,vgt,0,Flemish Sign Language,Flemish Sign Language,S,
19206,BE,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,22433
19207,BE,als,0,"Albanian, Tosk","Albanian, Tosk",P,12726
19209,BE,spa,0,Spanish,Spanish,P,12207
19211,BE,hin,0,Hindi,Hindi,S,
19211,BE,sin,0,Sinhala,Sinhala,S,
19211,BE,urd,0,Urdu,Urdu,P,
19213,BE,fra,0,French,French,P,120808
19215,BE,eng,0,English,English,P,49498
19314,BE,prs,0,Dari,Dari,P,25900
19615,BE,tru,0,Turoyo,Turoyo,P,2022
20297,BE,spa,0,Spanish,Spanish,P,1758
10566,BF,eng,0,English,English,P,95171
11140,BF,eng,0,English,English,P,4993
11942,BF,ell,0,Greek,Greek,P,1129
12035,BF,hat,0,Haitian Creole,Haitian Creole,P,31371
12316,BF,eng,0,English,English,P,6349
15741,BF,eng,0,English,English,P,8368
19007,BF,xxx,0,Unknown,Language unknown,P,2002
19206,BF,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,769
19406,BF,bah,0,Bahamas English Creole,Bahamas English Creole,P,248295
10327,BG,ben,0,Bengali,Bengali,P,1855
10327,BG,eng,0,English,English,S,217
10454,BG,csh,0,"Chin, Asho","Chin, Asho",P,4933
10454,BG,ctg,0,Chittagonian,Chittagonian,S,543
10564,BG,ben,0,Bengali,Bengali,P,10811
10564,BG,eng,0,English,English,S,45
10736,BG,ben,0,Bengali,Bengali,P,8872
10736,BG,ctg,0,Chittagonian,Chittagonian,S,6000
10736,BG,ory,0,Odia,Odia,S,13
10736,BG,syl,0,Sylheti,Sylheti,S,26
11029,BG,mya,0,Burmese,Burmese,P,79308
11270,BG,ben,0,Bengali,Bengali,S,38
11270,BG,cnb,0,"Chin, Uppu","Chin, Uppu",S,1084
11270,BG,cnh,0,"Chin, Hakha","Chin, Hakha",S,1947
11270,BG,ctg,0,Chittagonian,Chittagonian,P,20800
11270,BG,syl,0,Sylheti,Sylheti,S,145
11291,BG,ben,0,Bengali,Bengali,S,293
11291,BG,ckh,0,Chak,Chak,P,5851
11291,BG,ctg,0,Chittagonian,Chittagonian,S,408
11293,BG,ccp,0,Chakma,Chakma,P,526704
11293,BG,ctg,0,Chittagonian,Chittagonian,S,6195
11293,BG,syl,0,Sylheti,Sylheti,S,971
11342,BG,cnb,0,"Chin, Uppu","Chin, Uppu",P,1383
11359,BG,rhg,0,Rohingya,Rohingya,P,871124
11698,BG,ben,0,Bengali,Bengali,P,1562
11698,BG,ctg,0,Chittagonian,Chittagonian,S,58
11698,BG,syl,0,Sylheti,Sylheti,S,823
11826,BG,ben,0,Bengali,Bengali,S,4594
11826,BG,ctg,0,Chittagonian,Chittagonian,S,71
11826,BG,grt,0,Garo,Garo,P,78472
11826,BG,mef,0,Megam,Megam,S,16715
11826,BG,syl,0,Sylheti,Sylheti,S,225
12027,BG,ben,0,Bengali,Bengali,P,65830
12027,BG,ctg,0,Chittagonian,Chittagonian,S,16939
12027,BG,syl,0,Sylheti,Sylheti,S,336
12036,BG,ben,0,Bengali,Bengali,S,1504
12036,BG,grt,0,Garo,Garo,S,482
12036,BG,haj,0,Hajong,Hajong,P,16237
12036,BG,syl,0,Sylheti,Sylheti,S,460
12051,BG,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,3594
12654,BG,aml,0,War-Jaintia,War-Jaintia,P,23017
12771,BG,ben,0,Bengali,Bengali,P,5997
13207,BG,ben,0,Bengali,Bengali,S,544
